,LTC,,,,,ETH,,,,,ETC,,,,,DASH,,,,,BTC,,,,
date,marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD),marketcap(USD),price(USD),exchangeVolume(USD),fees,txVolume(USD)
2016-10-26,188321654.697,3.91,5418040,15.53925909,10421878.4252,971622139.792,11.38,10221800,35.2891849827,14289100.8052,87157226.3883,1.02,798289,9.60569460138,969334.455298,64204634.7141,9.39,1507430,16.17293072,1350684.74584,10485175215.3,657.68,88877104,123.66682607,1248768996.72
2016-10-27,190846776.179,3.96,6216070,15.53465351,9301110.31091,984595601.237,11.53,13255400,33.3442909451,14501883.7328,87858363.9517,1.03,2343270,9.46490935531,4540066.6304,63729082.105,9.32,1527680,19.78301453,906788.39504,10813788179.9,678.21,96105296,111.04197547,2115881835.58
2016-10-28,194848861.128,4.04,4260230,17.96616348,12773711.9613,979420578.849,11.47,13971500,35.8920813422,21256291.3943,84952968.0676,0.995573,1298910,9.34422564436,1720993.86858,66479428.8159,9.72,1102490,16.07914398,917777.243088,10971108836.4,688,81145504,82.18591551,851011635.965
2016-10-29,191869961.369,3.98,5732580,20.91236005,19536324.1245,948992305.517,11.1,27070400,31.1224817689,27751984.4766,80310968.2234,0.94084,2566530,7.83155878943,7611774.83788,62051271.5134,9.07,1459460,15.33122231,765320.152103,11008812347.1,690.29,134760992,73.16334719,852316194.066
2016-10-30,197894531.117,4.1,4364420,17.72429785,12759083.1989,891874574.707,10.43,16694900,30.5914776705,33963690.5227,76015403.5687,0.890189,1311260,7.99165900316,3952132.4459,59054497.4126,8.63,1180810,13.56709288,515801.393664,11390384604.9,714.12,100665000,62.61635815,811605302.424
2016-10-31,195065146.607,4.04,3893350,17.51619181,10924076.1156,960244900.429,11.23,13393900,33.4148255304,16860614.3386,79482952.8369,0.93045,878220,9.39435800051,1032625.24775,66291770.2174,9.68,1001140,17.14635622,955685.656152,11208491859.1,702.64,97064400,76.30761672,1042817379.46
2016-11-01,192923311.491,4,4714890,23.41406017,17457379.5286,937306368.267,10.96,22901300,41.1926858898,53735964.4874,77017976.7039,0.901279,1320260,10.4669369292,1055676.2115,63048242.927,9.21,1334790,20.24910767,3488378.30364,11188980288.8,701.34,130527000,78.88304167,1074766650.35
2016-11-02,197626364.954,4.09,3646100,18.55515972,13250871.8256,921949065.832,10.77,11691700,29.1975357372,87183664.1339,75667385.5495,0.88515,677927,8.17024045249,1019309.78023,61708205.0168,9.01,1234770,14.89400058,485996.326848,11648432184.3,730.07,84865200,79.52440935,3249668546.41
2016-11-03,198503197.756,4.11,5883490,23.31850528,30007444.4182,924716659,10.8,15228600,29.7031402679,208224178.43,75923536.1142,0.887828,1340080,7.87248486812,769861.634093,61583464.591,8.99,1443680,15.60858201,840771.988131,11845759124.2,742.35,172808000,78.9896584,4739231003.14
2016-11-04,186366060.742,3.86,3481430,20.29681165,11733873.3698,926736448.936,10.82,9958040,21.7013637406,19408137.3169,76481996.2193,0.894031,2084100,5.56596064829,1262407.18012,62619433,9.13,1315030,14.14308524,526981.409836,10997399712,689.12,99907696,84.33985522,3782596691.07
2016-11-05,187279395.855,3.88,2318820,17.98523278,9695377.26903,950366595.407,11.09,5502670,24.5980636757,12613429.4551,83188770.3965,0.971074,1950000,6.05928934546,2572741.52337,62577261.2378,9.12,764091,13.94131787,364774.426554,11228492606,703.53,53752300,73.75387364,3888057150.43
2016-11-06,186491605.378,3.86,2192880,18.18817787,8884219.59486,942235755.504,10.99,5688710,23.2827188812,8054549.78562,89036465.3312,1.04,1078790,5.83893597158,4864599.5182,63218662.7745,9.21,1174590,15.27870149,782989.190623,11234317179.1,703.81,59902200,70.81542827,3532314042.25
2016-11-07,187974642.51,3.89,2806430,16.61472493,11320212.5365,934477297.595,10.9,5992480,29.0298231322,9309641.14139,84507147.79,0.986716,1030590,6.58370993394,1012000.66714,64555805.7661,9.4,1597080,16.01965321,817675.927811,11346155778.2,710.74,65047100,91.27487749,2888114580.4
2016-11-08,185797751,3.84,2493340,16.0161531,5265672.45073,930962867.585,10.85,6258150,31.4683431288,9612064.16438,79739193.4492,0.930693,573276,6.87940852867,758342.522268,67903075.7131,9.88,1509000,15.90591702,1076313.85265,11225410504.4,703.09,79660800,89.25535917,2194461543.75
2016-11-09,186426109.339,3.85,2894790,19.49355895,7716056.34066,928015061.394,10.82,14606600,34.9854255859,37536864.3561,80655312.8178,0.941046,976848,6.19498696626,1017605.48637,66868755.9371,9.73,951744,16.21504447,700110.755622,11334359753.5,709.83,132429000,83.73198606,1662165223.66
2016-11-10,186957863.183,3.86,2334820,25.86794609,9427613.48737,916260917.878,10.67,4253980,35.3774355682,16581231.2373,78330558.6171,0.913579,626060,5.99291778349,633372.226675,66493255,9.67,621946,14.81342295,765989.880576,11543556217.8,722.84,68807800,82.2928672,1100208691.21
2016-11-11,185650381.068,3.84,2124360,19.26468136,5137080.13495,902456038.656,10.51,6056300,44.235781586,64727216.2458,79181617.2066,0.923158,487773,6.69012643069,858692.526619,66329286.9752,9.65,978517,15.6604748,1012565.56101,11428505781.1,715.55,63119700,72.74402535,808721476.713
2016-11-12,184637593.532,3.81,2592430,23.32798676,9663401.24061,883720803.723,10.29,10052500,30.7177583947,17466530.9923,78706598.4524,0.917254,727877,6.42878287876,964386.863987,66662193.1649,9.69,1066110,15.18493899,785439.083158,11449165690.7,716.75,64622500,65.89536127,569464011.846
2016-11-13,182469575.044,3.77,3344370,18.91033095,22678562.5159,849989969.119,9.89,8227770,33.9264709621,19494618.6212,78161864.2843,0.910538,475268,7.3203365532,783628.964177,66263331.8504,9.63,828714,15.80199468,648462.067983,11265822994.3,705.2,80318096,62.67231406,629169770.996
2016-11-14,187763726,3.88,2525810,20.61410586,11892731.6211,867924668.616,10.1,3573250,38.3145625685,6847016.14238,77311900.6884,0.900257,272128,6.58883107277,554465.547395,65661565.0909,9.54,619525,15.23882989,750485.461214,11222793042.3,702,62993000,79.42615064,833792416.364
2016-11-15,188664991,3.89,3032290,17.91741741,16902230.5496,857159596.672,9.97,6557550,37.0273981022,12741996.8211,76592977.2948,0.891515,671820,6.68811543896,1210983.11208,66772017.7905,9.7,899729,15.72599941,499716.655328,11284710118.8,705.79,72038496,81.45867865,1025963419.26
2016-11-16,189007784.851,3.9,4232760,20.32552065,21511595.9676,879112987.328,10.22,9533550,34.924240184,14038210.7895,79546693.0762,0.925537,952217,6.41600452685,1311710.88408,66405626.5905,9.64,850986,17.16522212,479375.463934,11372261883.6,711.17,141294000,79.46533169,1154799573.53
2016-11-17,197004432.096,4.06,3120160,18.95695338,17554862.1775,865839053.021,10.06,6984700,30.4288000137,43353911.556,78192206.8018,0.909435,479144,7.33245159929,5948722.12083,65065564.204,9.44,1037810,15.90747706,403154.934291,11912770680.8,744.88,108579000,89.03665576,963383909.854
2016-11-18,192117402,3.96,2650960,17.44261642,12331553.2946,859695174.228,9.99,10816100,34.7011694881,13836242.6979,76781063.1242,0.892677,545120,6.58660920172,1556818.86211,62194940.838,9.02,867850,16.28724783,2653068.86492,11847410973.7,740.71,87363104,83.54457183,887066269.379
2016-11-19,193268502.759,3.98,2048720,17.71204437,9310459.11018,816677329.429,9.48,5186540,27.9002168261,11719678.9686,74809294.4408,0.869411,377116,5.61064587719,857315.671711,61783952.6038,8.96,1120590,16.33868813,626416.465652,12026622182.6,751.83,110608000,72.14751446,712838231.727
2016-11-20,192749734.52,3.97,2680300,19.83146205,13905458.5904,832197163.979,9.66,5173420,32.596468833,8627110.34371,74117705.7623,0.86104,383441,7.37424105652,663284.84241,58627735.1939,8.5,837398,14.79706777,501391.523476,12028642001.6,751.88,154116000,72.95353104,727438747.568
2016-11-21,191007639.472,3.93,1999840,20.45520971,13019605.3522,825742613.906,9.58,3663210,35.2515116807,8239807.33629,73939742.4554,0.858654,273020,6.37953770205,1735744.1199,58566174.1643,8.49,685102,13.88693343,397461.93949,11700223993.7,731.27,60802400,94.92004537,957019911.567
2016-11-22,191671917,3.95,2347880,15.20423606,20711247.4652,829922853.142,9.63,11284400,38.0948458054,43203320.4244,73250492.2084,0.850341,440341,6.64600940861,501983.84157,59171475.8795,8.58,822084,15.62910185,577787.843328,11835357676.9,739.64,129906000,101.52105178,1008660076.53
2016-11-23,192602316.496,3.97,2184200,14.56594887,12456999.1645,855923287.154,9.92,4812310,82.2290779713,25403038.7614,72203908.6229,0.837902,742687,4.13966388997,888688.694361,59858626.4665,8.67,798355,15.91324339,577100.898738,12030479338.5,751.74,76543800,108.95046532,1072285084.15
2016-11-24,190840891.465,3.93,2089790,17.77400351,12424685.0178,850043732.795,9.85,15987800,58.8932924112,10571229.2136,70321342.9728,0.815735,1100000,7.09722542659,837293.275855,58298963.5093,8.44,929254,14.81069205,715334.315869,11917962079.9,744.62,85919296,135.86177837,1196039979.57
2016-11-25,189819617.832,3.91,2211790,18.49928073,11012630.7416,796876909.497,9.23,7669720,59.8097480438,15196123.0011,66568833.4944,0.771917,1354540,5.94853647627,466435.722581,63108249.9011,9.14,1170070,16.06912419,749569.388203,11852447741.9,740.44,67807600,138.07167767,924555579.144
2016-11-26,190809323.434,3.92,1782340,17.64441885,7493868.58031,813244045.569,9.42,3505990,72.5988812305,7814814.72917,72482635.695,0.840183,445946,5.57290995714,2474244.45626,62905881.6978,9.11,947235,15.54496828,614232.599228,11871032715.2,741.51,54962700,101.74634136,705221277.361
2016-11-27,190300697.655,3.91,1631940,15.99115892,7928951.46766,804088068.202,9.31,8707660,114.916050187,8255542.46902,67467832.1489,0.781763,270799,5.69437283826,408952.994704,61489648.6359,8.9,1058670,13.75614835,689152.562091,11775247040.4,735.44,52601800,81.15381886,541965439.935
2016-11-28,189950973.557,3.9,1726410,15.0435634,7620455.08975,778181530.046,9,6046890,122.219275573,8779813.05832,67112387.8328,0.777354,267367,6.7637394288,544766.84685,62736500.6395,9.07,848792,16.51971055,513580.257693,11729304997.8,732.48,61888600,109.57588157,847352893.623
2016-11-29,189524665.876,3.89,2436960,12.26756585,9299644.68112,755087489.923,8.73,17000400,101.589444819,15075193.5896,65603394.1919,0.759591,796887,5.82589000485,896555.278682,61937375.4921,8.96,1402230,13.13632995,316174.680744,11792352257.1,736.33,68511104,101.05426951,873291396.29
2016-11-30,189543678,3.89,1857280,12.87296173,9227938.15362,705488307.8,8.16,10626600,35.3198401469,12406868.674,64635872.8977,0.748118,382146,5.7349335641,552690.803787,60984305.1717,8.82,605542,13.74386708,709130.508928,11792818932.7,736.28,84070800,99.56774283,854344266.548
2016-12-01,190346608,3.91,1985600,14.02918326,7975334.79135,744235188.308,8.6,5882340,27.2231365201,10385233.2026,64605058.8325,0.747475,413683,6.31818953615,1926608.98341,61687709.1041,8.91,672328,15.5259037,940785.498904,11950711346.7,746.05,80461904,102.70561249,915126255.305
2016-12-02,190761922.329,3.92,2559070,13.70731913,9448424.20669,732168576.278,8.46,18579800,28.0817572198,32253299.0858,66334719.7991,0.767199,1205640,6.52981026399,2062580.2073,60536441.5416,8.75,823934,13.90918031,402712.55886,12136118339.6,757.54,127605000,120.59021932,1185588273.9
2016-12-03,192649383.878,3.95,1805780,14.12821441,8992249.92539,672819345.545,7.77,12112100,25.9100851966,42689211.2635,69390805.211,0.80224,396889,7.19328737659,1453074.18565,59804157.4054,8.64,939632,12.82836939,395919.146533,12469410320.2,778.25,69547296,101.13526766,717719190.572
2016-12-04,191514227.669,3.93,1908090,15.56435955,7040990.75899,684545315.659,7.9,8450790,26.2590678523,15324892.4631,66844768.5281,0.772527,556114,6.20034279883,395663.715294,61468105.3934,8.87,889416,16.0586042,411880.471471,12365032067.9,771.64,60557900,92.63816666,585299984.021
2016-12-05,189076254.72,3.88,11106200,26.32815157,42899060.3768,642156444.339,7.41,17344500,31.2602277787,31464505.0009,66536940.8717,0.768666,1459110,9.70028011661,3480552.33273,61051895.7009,8.8,979175,13.74631934,942845.945206,12394541487.5,773.39,106363000,106.12511446,1145587202.25
2016-12-06,169971460.785,3.49,3007340,18.4539373,18197708.3021,589287355.426,6.8,50671200,34.7241903622,51446427.8957,72720945.9725,0.839794,1518070,10.2705353838,3229003.08769,59365187.4909,8.56,1016800,13.60524079,561432.85684,12160931756.1,758.72,116218000,119.47737538,1076275365.37
2016-12-07,172490585.669,3.54,2537240,15.44803329,10551152.5383,684210236.062,7.89,22229600,34.9868308934,23919664.6839,67757634.404,0.78219,582894,8.83637705188,1078323.23668,60963402.9977,8.78,787296,14.7232294,372716.538118,12250537525.3,764.21,96426096,107.59327335,983940929.652
2016-12-08,175716631.22,3.6,2683090,20.68895381,13822899.7072,726888522.063,8.38,16042700,792.488980473,25689189.2674,71455481.6489,0.824569,528148,7.95123877873,685435.601975,60334106.888,8.69,713673,14.4993702,397282.819006,12314069782.2,768.08,80111904,96.23895714,905673784.324
2016-12-09,180183369,3.69,1758140,15.11053054,10086644.346,708552964.082,8.17,12916300,31.4279448317,24097496.7423,70900457.2655,0.817856,579338,7.47462207376,1501207.31288,60792873.4428,8.75,870014,12.65745411,310510.782383,12345166368,769.94,68705296,96.30486037,942759519.423
2016-12-10,180176007.864,3.69,2093810,12.91270931,12482343.3604,732146186.327,8.44,8108370,29.0273164597,13402336.8312,70203660.6925,0.809507,547454,8.51311730461,1375092.03138,61389700.5495,8.84,781253,12.34493769,258742.157635,12395829463.2,773.02,53843100,86.84229837,731857052.41
2016-12-11,180113081.662,3.69,1948170,14.32630923,9184784.21331,706245018.641,8.13,5545500,36.8028247524,16394748.1153,74472482.229,0.8584,1751520,9.21942410092,1634294.95225,61716787.4717,8.88,1065390,14.97746729,617991.519135,12425398536.1,774.75,57313400,76.69390919,639637501.294
2016-12-12,177934984.251,3.64,2465660,16.24972581,7253521.6515,711583983.866,8.19,9119700,31.2366663,11024420.449,80737562.4944,0.93027,1153900,9.5988991392,1872141.04179,66158345.5385,9.52,1054770,14.39522416,526787.769721,12351297845.2,770.04,76571000,93.1264006,982912513.813
2016-12-13,179354929.058,3.67,1962750,19.06311396,6522147.56369,740585160.086,8.52,4486190,30.9644513838,10830255.7279,78999133.5611,0.909894,1507660,9.72505929847,912643.457398,63063457.8946,9.07,971378,15.52537327,4508067.20416,12523220705.9,780.65,81645600,97.65573127,989225844.622
2016-12-14,178884011.519,3.66,2618560,19.32181827,9523138.51452,734097825.822,8.45,7337220,34.8866533789,10115934.6785,85414600.9728,0.983412,1119820,10.8011189066,1531828.94459,65371871.048,9.4,1416530,16.34384466,491440.856413,12510791401.3,780.01,75979000,94.82014754,1093095441.42
2016-12-15,176728199.202,3.61,2679340,18.58905441,11541092.8473,716385756.802,8.24,13184400,34.4278676072,19497295.1917,86507872.4247,0.992717,3175330,12.4756412522,2782049.37936,63833342.2258,9.18,1999050,13.40789984,476219.400884,12516531868.6,780.07,81580096,100.43219466,1378019466.83
2016-12-16,177452394,3.63,1625780,17.3800933,10351547.7163,683575806,7.86,5178610,30.5943881546,13328182.2707,93828755.7757,1.08,1463920,13.2630198807,1436931.83729,64675364.3478,9.29,1951350,16.96621339,467347.593462,12500010587.5,778.96,83608200,97.57905572,1260363398.22
2016-12-17,177469423.614,3.63,2559210,17.2968241,10136571.2305,683686866.761,7.86,8502620,32.8017007862,27058423.4424,92725075.9703,1.07,1410390,11.2560157926,1451103.78673,68688246.4127,9.87,1964650,15.59737425,502389.316857,12601108300.9,785.17,78989800,81.36024503,830427567.87
2016-12-18,180918509.891,3.7,1951490,10.51422017,13775251.2528,683826546.671,7.86,5890020,27.7232465599,18372151.7748,88157563.3524,1.01,632975,10.5853299647,614163.922235,67659753.4034,9.72,1935260,14.96825777,569741.627355,12696214373.8,791.01,60524400,80.81959375,847570827.696
2016-12-19,180274264.437,3.68,2274070,14.16462515,10439352.8206,685694338.703,7.87,5894760,36.451357769,12989736.1744,92016301.5667,1.06,3140940,13.4076088423,3535960.90381,68807226.5581,9.88,2089000,21.72082932,869125.267765,12692664294.1,790.69,74886400,103.96098767,1010832957.22
2016-12-20,179271873,3.66,2335510,14.5497278,9559319.93248,664696475.513,7.63,6313550,43.9015974653,12081651.7901,104315489.474,1.2,2311760,22.2625835746,3860660.93981,71954058.725,10.33,2236060,19.87915164,1213140.7826,12718925544.9,792.25,99629296,101.92528818,1135151273.67
2016-12-21,179436992.005,3.66,2913250,17.23412248,12146906.4085,667920015.869,7.66,9393550,54.7473654027,20158263.6726,99111375,1.14,2182690,19.4728150271,1934364.22713,71322515.1009,10.23,2189580,19.16518136,917179.214351,12855311424.6,800.64,155576000,114.92502583,1956303665.41
2016-12-22,179890336.383,3.67,3657740,23.55573274,20680826.422,688255388.946,7.9,16376700,38.8444055975,30446490.5652,99399989.9455,1.14,2408530,11.6559793174,3671324.52009,68597688.4903,9.84,2611390,18.99114562,832293.678597,13395460140.7,834.18,200027008,106.17675284,1423460531.89
2016-12-23,182127817.674,3.72,15539100,31.86353223,39076266.595,660693189.883,7.58,19613100,29.6736691896,61252501.9729,95659021.3333,1.1,4006640,8.08187922398,4878769.6085,68104744.6151,9.77,2883150,17.55790969,591077.077991,13890312152.8,864.89,275564000,100.48771495,1659745294.68
2016-12-24,228029007.626,4.65,19773600,29.71008673,50937665.5702,623409086.162,7.15,7626020,25.8175253491,17762421.75,91239192.1875,1.05,1701720,8.46756766312,4559161.87322,66914011.3469,9.59,2686220,15.41339247,680569.90121,14811960858.2,922.18,137727008,83.58322018,1004518585.05
2016-12-25,223459227.476,4.56,11363100,32.17856321,40537955.7066,633166674.242,7.26,8671840,24.21790154,8936735.84396,97908040.6729,1.12,1115620,8.75002530776,1236829.43861,68508585.4705,9.82,2578850,15.90739638,623774.344,14451936013.6,899.65,143664992,61.93750723,736117254.317
2016-12-26,213153925.975,4.35,7603100,29.39781522,37403847.5032,622831194.48,7.13,5836810,23.1204130102,7331349.8358,93648715.9327,1.07,706717,8.46499689666,1140622.85845,69684227.5072,9.98,2106310,16.55259396,576134.050074,14409486987,896.91,123771000,87.97239373,1004037842.87
2016-12-27,214400908.716,4.37,9294450,36.42243842,21439961.5683,635876728.491,7.28,8778610,36.3981345765,13452262.8525,91084339.0476,1.04,838558,11.4771162197,1933922.22912,67871888.9076,9.72,2285700,17.89934644,734920.489688,14595006789.3,908.35,167308000,99.53217417,1163839042.24
2016-12-28,220458457.663,4.49,10319300,45.4653124,41013315.8484,624685501.41,7.15,17453300,31.5753044266,24089297.7356,91950906.4865,1.05,1532120,8.42881023556,2812232.75373,67984483,9.73,2490150,19.28486187,1125501.10496,15022464262.3,934.83,236630000,104.35263976,1252602018.04
2016-12-29,224657974.189,4.58,9352850,45.66819376,22852693.5449,659320281.012,7.54,27543800,40.7002932065,39902376.961,96900940.6783,1.11,8164640,10.3565126832,7479160.22111,70268043.9318,10.06,3237930,17.49327207,499520.685972,15671813957.3,975.13,199320000,107.23074067,1296395393.2
